город,оценка,дата
Новогеоргиевка,2.0,"Отзыв написан 3 июля, 2019, 12:39"
Тотьма,4.0,"Отзыв написан 3 июля, 2019, 08:03"
Великий Двор,3.0,"Отзыв написан 3 июля, 2019, 07:41"
Первоуральск,1.0,"Отзыв написан 3 июля, 2019, 01:59"
Пограничный,4.0,"Отзыв написан 2 июля, 2019, 20:13"
Александровск-Сахалинский,1.0,"Отзыв написан 2 июля, 2019, 16:01"
Талакан,3.0,"Отзыв написан 2 июля, 2019, 12:27"
Сява,4.0,"Отзыв написан 30 июня, 2019, 18:15"
Сява,4.0,"Отзыв написан 30 июня, 2019, 18:11"
Верещакино,5.0,"Отзыв написан 30 июня, 2019, 04:59"
Рославль,4.0,"Отзыв написан 28 июня, 2019, 15:44"
Заря,5.0,"Отзыв написан 28 июня, 2019, 12:47"
Камышин,4.0,"Отзыв написан 28 июня, 2019, 07:05"
Абрамцево,5.0,"Отзыв написан 27 июня, 2019, 09:56"
Владикавказ,2.0,"Отзыв написан 26 июня, 2019, 20:45"
Секинесь,4.0,"Отзыв написан 26 июня, 2019, 17:09"
Дорогино,5.0,"Отзыв написан 23 июня, 2019, 16:38"
Вачи,3.0,"Отзыв написан 22 июня, 2019, 06:08"
Тула,1.0,"Отзыв написан 20 июня, 2019, 20:35"
Алабино,5.0,"Отзыв написан 20 июня, 2019, 15:09"
Ключи,2.0,"Отзыв написан 18 июня, 2019, 16:05"
Киров,3.0,"Отзыв написан 16 июня, 2019, 21:52"
Киров,3.0,"Отзыв написан 16 июня, 2019, 21:26"
Никольское,5.0,"Отзыв написан 16 июня, 2019, 16:54"
Веселево,5.0,"Отзыв написан 16 июня, 2019, 16:47"
Лобаново,5.0,"Отзыв написан 16 июня, 2019, 16:37"
Каргаполье,4.0,"Отзыв написан 16 июня, 2019, 15:01"
Ячменюха,5.0,"Отзыв написан 15 июня, 2019, 17:56"
Воткинск,2.0,"Отзыв написан 15 июня, 2019, 09:40"
Катынь,5.0,"Отзыв написан 13 июня, 2019, 23:12"
Воскресенск,3.0,"Отзыв написан 13 июня, 2019, 16:15"
Смоленск,5.0,"Отзыв написан 12 июня, 2019, 22:43"
Талашкино,5.0,"Отзыв написан 11 июня, 2019, 23:34"
Тополи,5.0,"Отзыв написан 11 июня, 2019, 15:54"
Ставрополь,5.0,"Отзыв написан 8 июня, 2019, 11:51"
Ишкарово,1.0,"Отзыв написан 7 июня, 2019, 11:17"
Игнатково,1.0,"Отзыв написан 5 июня, 2019, 13:59"
Краснодар,4.0,"Отзыв написан 4 июня, 2019, 14:03"
Белгород,1.0,"Отзыв написан 3 июня, 2019, 21:50"
Лутошкино,5.0,"Отзыв написан 2 июня, 2019, 18:59"
Краснодар,1.0,"Отзыв написан 2 июня, 2019, 09:55"
Стрельниково,3.0,"Отзыв написан 30 мая, 2019, 17:54"
Мелеуз,1.0,"Отзыв написан 30 мая, 2019, 16:15"
Тюмень,5.0,"Отзыв написан 30 мая, 2019, 10:12"
Артём,1.0,"Отзыв написан 29 мая, 2019, 02:05"
Авилов,4.0,"Отзыв написан 28 мая, 2019, 12:46"
Широковское,4.0,"Отзыв написан 27 мая, 2019, 07:19"
Юровка,4.0,"Отзыв написан 27 мая, 2019, 07:13"
Сосновское,4.0,"Отзыв написан 27 мая, 2019, 07:06"
Красномыльское,4.0,"Отзыв написан 27 мая, 2019, 07:04"
Тамакульское,4.0,"Отзыв написан 27 мая, 2019, 07:00"
Ольховка,4.0,"Отзыв написан 27 мая, 2019, 06:54"
Травяное,4.0,"Отзыв написан 27 мая, 2019, 06:51"
Лесной,5.0,"Отзыв написан 27 мая, 2019, 01:58"
Ейск,5.0,"Отзыв написан 26 мая, 2019, 16:11"
Белгород,5.0,"Отзыв написан 25 мая, 2019, 08:17"
Попелево,5.0,"Отзыв написан 24 мая, 2019, 21:36"
Междуреченский,1.0,"Отзыв написан 24 мая, 2019, 21:12"
Владикавказ,3.0,"Отзыв написан 23 мая, 2019, 18:50"
Казань,3.0,"Отзыв написан 23 мая, 2019, 12:40"
Уфа,3.0,"Отзыв написан 23 мая, 2019, 12:25"
Туймазы,1.0,"Отзыв написан 23 мая, 2019, 12:24"
Кибергино,1.0,"Отзыв написан 22 мая, 2019, 12:04"
Калининград,5.0,"Отзыв написан 21 мая, 2019, 15:21"
Новосибирск,5.0,"Отзыв написан 21 мая, 2019, 14:27"
Бухарово,1.0,"Отзыв написан 20 мая, 2019, 22:58"
Сартаково,1.0,"Отзыв написан 19 мая, 2019, 19:25"
Казань,5.0,"Отзыв написан 18 мая, 2019, 13:18"
Филиппсола,4.0,"Отзыв написан 16 мая, 2019, 08:30"
Шолохово,5.0,"Отзыв написан 14 мая, 2019, 22:59"
Соль-Илецк,5.0,"Отзыв написан 14 мая, 2019, 18:44"
Александров Гай,5.0,"Отзыв написан 13 мая, 2019, 13:55"
Нексикан,2.0,"Отзыв написан 13 мая, 2019, 13:25"
Старомрясово,1.0,"Отзыв написан 13 мая, 2019, 13:07"
Сочи,5.0,"Отзыв написан 13 мая, 2019, 01:07"
Екатеринбург,4.0,"Отзыв написан 13 мая, 2019, 01:06"
Владикавказ,1.0,"Отзыв написан 12 мая, 2019, 02:29"
Балдино,1.0,"Отзыв написан 11 мая, 2019, 10:15"
Санкт-Петербург,5.0,"Отзыв написан 10 мая, 2019, 21:29"
Екатеринбург,4.0,"Отзыв написан 10 мая, 2019, 21:27"
Максимовка,2.0,"Отзыв написан 10 мая, 2019, 11:54"
Казань,3.0,"Отзыв написан 8 мая, 2019, 13:10"
Высоковск,4.0,"Отзыв написан 8 мая, 2019, 12:53"
Казань,2.0,"Отзыв написан 7 мая, 2019, 22:35"
Ирганай,5.0,"Отзыв написан 5 мая, 2019, 16:42"
Калининград,3.0,"Отзыв написан 1 мая, 2019, 10:25"
Рузаевка,1.0,"Отзыв написан 30 апреля, 2019, 13:16"
Ессентуки,5.0,"Отзыв написан 29 апреля, 2019, 14:36"
Тюмень,5.0,"Отзыв написан 29 апреля, 2019, 12:41"
Гражданский,5.0,"Отзыв написан 28 апреля, 2019, 21:12"
Нарезка,1.0,"Отзыв написан 27 апреля, 2019, 21:24"
Сорокино,5.0,"Отзыв написан 27 апреля, 2019, 01:47"
Сараево,5.0,"Отзыв написан 26 апреля, 2019, 22:38"
Воронеж,2.0,"Отзыв написан 25 апреля, 2019, 22:50"
Беглица,5.0,"Отзыв написан 23 апреля, 2019, 12:18"
Сарафановка,5.0,"Отзыв написан 23 апреля, 2019, 12:10"
Сыктывкар,1.0,"Отзыв написан 20 апреля, 2019, 14:24"
Вольск,4.0,"Отзыв написан 19 апреля, 2019, 23:22"
Тадебяяха,5.0,"Отзыв написан 18 апреля, 2019, 22:36"
Шумерля,4.0,"Отзыв написан 18 апреля, 2019, 17:59"
Краснодар,2.0,"Отзыв написан 17 апреля, 2019, 22:30"
Иванчуг,1.0,"Отзыв написан 17 апреля, 2019, 05:31"
Ливны,1.0,"Отзыв написан 16 апреля, 2019, 12:10"
Орловка,5.0,"Отзыв написан 14 апреля, 2019, 13:17"
Орловка,4.0,"Отзыв написан 14 апреля, 2019, 13:11"
Кропоткин,1.0,"Отзыв написан 14 апреля, 2019, 05:02"
Казань,1.0,"Отзыв написан 13 апреля, 2019, 06:41"
Тула,4.0,"Отзыв написан 12 апреля, 2019, 12:44"
Плохово,1.0,"Отзыв написан 10 апреля, 2019, 17:21"
Воронеж,4.0,"Отзыв написан 10 апреля, 2019, 15:42"
Лесной (ЗАТО),3.0,"Отзыв написан 8 апреля, 2019, 15:51"
Борисоглебский,4.0,"Отзыв написан 4 апреля, 2019, 18:30"
Великий Новгород,5.0,"Отзыв написан 4 апреля, 2019, 14:02"
Тихорецк,1.0,"Отзыв написан 4 апреля, 2019, 11:19"
Глинково,3.0,"Отзыв написан 3 апреля, 2019, 13:40"
Тахта,4.0,"Отзыв написан 3 апреля, 2019, 07:40"
Самара,2.0,"Отзыв написан 3 апреля, 2019, 00:18"
Великий Новгород,5.0,"Отзыв написан 2 апреля, 2019, 18:20"
Липецк,3.0,"Отзыв написан 1 апреля, 2019, 19:28"
Переславль-Залесский,3.0,"Отзыв написан 29 марта, 2019, 15:48"
Междуреченск,5.0,"Отзыв написан 28 марта, 2019, 14:40"
Элиста,5.0,"Отзыв написан 28 марта, 2019, 12:36"
Белово,1.0,"Отзыв написан 28 марта, 2019, 12:09"
Чубковичи,5.0,"Отзыв написан 26 марта, 2019, 17:26"
Владимировка,5.0,"Отзыв написан 25 марта, 2019, 19:13"
Ляды,2.0,"Отзыв написан 24 марта, 2019, 21:43"
Ломаковка,4.0,"Отзыв написан 24 марта, 2019, 21:40"
Великий Новгород,5.0,"Отзыв написан 24 марта, 2019, 16:04"
Омск,1.0,"Отзыв написан 21 марта, 2019, 13:34"
Сарапул,1.0,"Отзыв написан 20 марта, 2019, 16:51"
Калининград,5.0,"Отзыв написан 20 марта, 2019, 13:57"
Белгород,1.0,"Отзыв написан 20 марта, 2019, 10:36"
Боровка,5.0,"Отзыв написан 19 марта, 2019, 06:33"
Солнцево,1.0,"Отзыв написан 18 марта, 2019, 22:45"
Новокузнецк,4.0,"Отзыв написан 15 марта, 2019, 10:25"
Кемерово,3.0,"Отзыв написан 15 марта, 2019, 10:14"
Томск,4.0,"Отзыв написан 15 марта, 2019, 09:30"
Краснодар,4.0,"Отзыв написан 15 марта, 2019, 09:13"
Филатово,5.0,"Отзыв написан 14 марта, 2019, 10:10"
Новосибирск,2.0,"Отзыв написан 14 марта, 2019, 09:31"
Самара,2.0,"Отзыв написан 14 марта, 2019, 08:31"
Казань,5.0,"Отзыв написан 14 марта, 2019, 07:43"
Тюмень,4.0,"Отзыв написан 13 марта, 2019, 21:16"
Лальск,4.0,"Отзыв написан 13 марта, 2019, 20:18"
Александров,1.0,"Отзыв написан 12 марта, 2019, 12:52"
Полотняный Завод,5.0,"Отзыв написан 12 марта, 2019, 10:42"
Гаврино,5.0,"Отзыв написан 7 марта, 2019, 12:57"
Гаврино,5.0,"Отзыв написан 7 марта, 2019, 12:55"
Дьяковка,5.0,"Отзыв написан 6 марта, 2019, 17:23"
Косякова,5.0,"Отзыв написан 6 марта, 2019, 09:51"
Михалевка,5.0,"Отзыв написан 5 марта, 2019, 17:40"
Водоватово,1.0,"Отзыв написан 4 марта, 2019, 20:54"
Белово,2.0,"Отзыв написан 3 марта, 2019, 23:23"
Новосибирск,3.0,"Отзыв написан 2 марта, 2019, 16:19"
Тимкино,1.0,"Отзыв написан 1 марта, 2019, 13:30"
Ростов-на-Дону,2.0,"Отзыв написан 1 марта, 2019, 11:53"
Липецк,1.0,"Отзыв написан 28 февраля, 2019, 18:26"
Балаково,2.0,"Отзыв написан 27 февраля, 2019, 21:22"
Колокольня,5.0,"Отзыв написан 26 февраля, 2019, 01:56"
Кропоткин,1.0,"Отзыв написан 24 февраля, 2019, 16:31"
Тында,4.0,"Отзыв написан 21 февраля, 2019, 23:21"
Сочи,4.0,"Отзыв написан 21 февраля, 2019, 19:07"
Алдан,5.0,"Отзыв написан 21 февраля, 2019, 16:03"
Раздольное,2.0,"Отзыв написан 21 февраля, 2019, 11:45"
Краснодар,3.0,"Отзыв написан 21 февраля, 2019, 07:54"
Хулимсунт,3.0,"Отзыв написан 21 февраля, 2019, 00:40"
